workload,option,influence,kpi
corona,tiff,0.1122172310243111,time
corona,anyScriptOrigin,-0.006454874304916536,time
corona,validate,0.2647746723171672,time
corona,png,1.1327672144080418,time
corona,onload,0.12197089597065752,time
corona,pdf,-0.19730928855831725,time
corona,dpi,0.013420541211206841,time
corona,resolution,1.5718500145051377,time
corona,quality,0.018698415366363297,time
corona,indexed,0.049227410221788,time
cranium,tiff,0.10316462530540368,time
cranium,anyScriptOrigin,0.001762718543412145,time
cranium,validate,0.4140452211306515,time
cranium,png,0.375199637272452,time
cranium,onload,0.1382502228198993,time
cranium,pdf,2.4232171988591937,time
cranium,dpi,0.0005622532216260331,time
cranium,resolution,0.5502044880033623,time
cranium,quality,0.00736778560420015,time
cranium,indexed,0.03257641172860233,time
cubus,tiff,0.04275498604372666,time
cubus,anyScriptOrigin,0.00215735531522504,time
cubus,validate,1.50841916790806,time
cubus,png,0.2949484991631925,time
cubus,onload,0.34760789782238094,time
cubus,pdf,0.38827861399711566,time
cubus,dpi,0.0029803675355744345,time
cubus,resolution,1.2309061082465047,time
cubus,quality,0.0025430558851500806,time
cubus,indexed,0.012741363155252403,time
flame,tiff,0.16553657661120774,time
flame,anyScriptOrigin,-0.007721335093217152,time
flame,validate,1.7829228588588015,time
flame,png,0.37267098486653705,time
flame,onload,0.43509613025814375,time
flame,pdf,0.4939742507739854,time
flame,dpi,0.001182855631928798,time
flame,resolution,0.638465867722108,time
flame,quality,0.004059827984894349,time
flame,indexed,0.013073047033159552,time
france,tiff,0.05966112524218419,time
france,anyScriptOrigin,-0.0028658799666969603,time
france,validate,0.15748612047091226,time
france,png,0.22482368569292344,time
france,onload,0.1510109539770504,time
france,pdf,2.405661797041362,time
france,dpi,0.0021373269504975177,time
france,resolution,0.6446229139910481,time
france,quality,0.009125027111842487,time
france,indexed,0.012092474911965207,time
frisco,tiff,0.06875268760672852,time
frisco,anyScriptOrigin,0.001634908853326511,time
frisco,validate,0.7955729213754429,time
frisco,png,0.8199448431068848,time
frisco,onload,0.38967333345147254,time
frisco,pdf,1.9090571849667095,time
frisco,dpi,-0.009756748759507924,time
frisco,resolution,0.8105009782341943,time
frisco,quality,0.015512137346614274,time
frisco,indexed,0.0275931440430301,time
