workload,option,influence,kpi
deepfield,jobs,0.06635758468466157,ratio
deepfield,blocksize,-0.3583903753960702,ratio
enwik8,LZP,0.038788181811626805,ratio
enwik8,ROLZX,0.17066945583462867,ratio
enwik8,RANK,-0.14764407514472278,ratio
enwik8,TEXT,0.023359659733312388,ratio
enwik8,skip,0.07717502438001897,ratio
enwik8,TPAQ,-0.1340458796564013,ratio
enwik8,BWTS,-0.1024168500878484,ratio
enwik8,LZ,0.028094726495836435,ratio
enwik8,MTFT,-0.010238879904043827,ratio
enwik8,SRT,-0.03530045687829485,ratio
enwik8,X86,0.04705982314992244,ratio
enwik8,checksum,-0.046944891909527074,ratio
enwik8,FPAQ,-0.08669676557902027,ratio
enwik8,RLT,-0.0862174282606775,ratio
enwik8,BWT,-0.06787828148028265,ratio
enwik8,TPAQX,-0.06725469196952147,ratio
enwik8,CM,-0.041254516888014035,ratio
enwik8,ZRLT,-0.05237969013945061,ratio
enwik8,Range,0.005986210532531056,ratio
enwik8,ROLZ,0.014035753709037438,ratio
enwik8,ANS1,0.989207147268654,ratio
enwik8,Huffman,-0.16279965295101917,ratio
enwik8,jobs,-0.029142092059726284,ratio
enwik8,blocksize,-0.5094193497464792,ratio
fannie_mae_500k,LZP,0.05948692180954201,ratio
fannie_mae_500k,ROLZX,0.11356764878629885,ratio
fannie_mae_500k,RANK,-0.11034954941806,ratio
fannie_mae_500k,TEXT,0.03302305085608693,ratio
fannie_mae_500k,skip,0.08385442941318554,ratio
fannie_mae_500k,TPAQ,-0.1970865783566487,ratio
fannie_mae_500k,BWTS,-0.12537175359905411,ratio
fannie_mae_500k,LZ,-0.039039756285528894,ratio
fannie_mae_500k,MTFT,-0.003217216036446273,ratio
fannie_mae_500k,SRT,-0.05084152162504594,ratio
fannie_mae_500k,X86,0.04331415931813183,ratio
fannie_mae_500k,checksum,-0.03966510162437651,ratio
fannie_mae_500k,FPAQ,-0.08423328575125523,ratio
fannie_mae_500k,RLT,-0.10977242938455532,ratio
fannie_mae_500k,BWT,-0.14220247092141716,ratio
fannie_mae_500k,TPAQX,-0.10096861993002199,ratio
fannie_mae_500k,CM,-0.05861018311227205,ratio
fannie_mae_500k,ZRLT,-0.04933494632834516,ratio
fannie_mae_500k,Range,0.011039382448675066,ratio
fannie_mae_500k,ROLZ,-0.024753516780140504,ratio
fannie_mae_500k,ANS1,0.852457207878127,ratio
fannie_mae_500k,Huffman,-0.19232433876232685,ratio
fannie_mae_500k,jobs,-0.029557913555366924,ratio
fannie_mae_500k,blocksize,-0.47234006313037247,ratio
large,LZP,0.04175961258569698,ratio
large,ROLZX,0.2102757318102868,ratio
large,RANK,-0.14803693237201473,ratio
large,TEXT,0.03014086575025561,ratio
large,skip,0.08628697484104764,ratio
large,TPAQ,-0.12498656215483407,ratio
large,BWTS,-0.09846239116598335,ratio
large,LZ,0.11005085806681435,ratio
large,MTFT,-0.01706685285959828,ratio
large,SRT,-0.021120162161553883,ratio
large,X86,0.05404046344315055,ratio
large,checksum,-0.03850368964233613,ratio
large,FPAQ,-0.09069241511235894,ratio
large,RLT,-0.07418654953070782,ratio
large,BWT,-0.06246755352511232,ratio
large,TPAQX,-0.06405392006944724,ratio
large,CM,-0.033501386057470085,ratio
large,ZRLT,-0.04587036184822013,ratio
large,Range,0.008268538881927509,ratio
large,ROLZ,0.030358058585484907,ratio
large,ANS1,0.9490228246201846,ratio
large,Huffman,-0.17087407398698568,ratio
large,jobs,-0.040429451460973834,ratio
large,blocksize,-0.43203139919469424,ratio
misc,LZP,0.04357180809284666,ratio
misc,ROLZX,0.31008034849107946,ratio
misc,RANK,-0.15653739789819537,ratio
misc,TEXT,0.03189009103733368,ratio
misc,skip,0.08430908734569602,ratio
misc,TPAQ,-0.0846766522611054,ratio
misc,BWTS,-0.059403869324895525,ratio
misc,LZ,0.1225164099439017,ratio
misc,MTFT,-0.029811456324895534,ratio
misc,SRT,-0.022815533368236024,ratio
misc,X86,0.049147904961856816,ratio
misc,checksum,-0.012836913686127768,ratio
misc,FPAQ,-0.06463936025819263,ratio
misc,RLT,-0.04121890291835745,ratio
misc,BWT,-0.0110453720032886,ratio
misc,TPAQX,-0.04923872029204178,ratio
misc,CM,-0.005936477949048268,ratio
misc,ZRLT,-0.03632122350631904,ratio
misc,Range,0.029052772162345815,ratio
misc,ROLZ,0.10589227734844173,ratio
misc,ANS1,0.9348766835381058,ratio
misc,Huffman,-0.11017337859718045,ratio
misc,jobs,-0.059493884101813235,ratio
misc,blocksize,-0.2775899082459226,ratio
silesia,LZP,0.019008859732954967,ratio
silesia,ROLZX,0.10413021902171907,ratio
silesia,RANK,-0.14917063900466618,ratio
silesia,TEXT,0.023430094055572642,ratio
silesia,skip,0.06359421403998963,ratio
silesia,TPAQ,-0.16212626172241854,ratio
silesia,BWTS,-0.10462165151331486,ratio
silesia,LZ,-0.03552154455501133,ratio
silesia,MTFT,-0.008061706765677098,ratio
silesia,SRT,-0.049287039537376384,ratio
silesia,X86,0.04368161246328218,ratio
silesia,checksum,-0.052769276898269254,ratio
silesia,FPAQ,-0.0994247924328634,ratio
silesia,RLT,-0.09775347297789783,ratio
silesia,BWT,-0.03738801262092711,ratio
silesia,TPAQX,-0.10049915487497608,ratio
silesia,CM,-0.0742907866242279,ratio
silesia,ZRLT,-0.06074042710752145,ratio
silesia,Range,-0.025839269303108238,ratio
silesia,ROLZ,-0.0542769148794567,ratio
silesia,ANS1,1.1217777304366447,ratio
silesia,Huffman,-0.17337794661431263,ratio
silesia,jobs,0.013068310402439701,ratio
silesia,blocksize,-0.48434619338551554,ratio
vmlinux,LZP,-0.004162940971187593,ratio
vmlinux,ROLZX,0.08452638278763769,ratio
vmlinux,RANK,-0.16692925754748747,ratio
vmlinux,TEXT,0.015082743426856827,ratio
vmlinux,skip,0.05107560951535702,ratio
vmlinux,TPAQ,-0.15879495473410632,ratio
vmlinux,BWTS,-0.05443120204528224,ratio
vmlinux,LZ,-0.041396768184216975,ratio
vmlinux,MTFT,-0.012250746385482588,ratio
vmlinux,SRT,-0.06577140823127907,ratio
vmlinux,X86,0.042891812805779445,ratio
vmlinux,checksum,-0.056651396938819036,ratio
